id,nombre,ingreso_mensual,nivel_endeudamiento,frecuencia_ahorro,perfil_financiero
2619,Marta,3083,27,Baja,En observacion
2620,Juan,661,24,Media,En riesgo
2621,Lucia,1093,9,Alta,Saludable
2622,Jose,3759,59,Baja,En observacion
2623,Marta,4655,41,Media,En observacion
2624,Luis,3462,39,Baja,En observacion
2625,Marta,4388,76,Media,En observacion
2626,Pedro,3890,41,Alta,En observacion
2627,Alejandro,5001,46,Baja,En observacion
2628,Juan,1163,36,Alta,En observacion
2629,Diego,1632,79,Media,En riesgo
2630,Valentina,5695,21,Media,En observacion
2631,Jorge,1041,56,Media,En riesgo
2632,Miguel,5933,83,Baja,En riesgo
2633,Carlos,5593,26,Baja,En observacion
2634,Laura,5736,40,Baja,En observacion
2635,Diego,3474,79,Alta,En observacion
2636,Jorge,1367,33,Alta,En observacion
2637,Marta,2566,31,Media,En observacion
2638,Carlos,931,89,Ninguna,En riesgo
2639,Miguel,5335,88,Baja,En riesgo
2640,Martin,5969,65,Baja,En riesgo
2641,Elena,4778,11,Media,Saludable
2642,Pedro,1706,39,Media,En observacion
2643,Camila,3028,72,Media,En riesgo
2644,Marta,1669,75,Alta,En riesgo
2645,Sofia,1330,89,Alta,En riesgo
2646,Ana,2151,72,Ninguna,En riesgo
2647,Camila,1636,9,Media,En observacion
2648,Miguel,3310,47,Media,En observacion
2649,Luis,975,19,Alta,En observacion
2650,Jorge,3310,38,Ninguna,En riesgo
2651,Lucia,1826,59,Media,En riesgo
2652,Luis,5566,65,Baja,En riesgo
2653,Martin,1519,64,Ninguna,En riesgo
2654,Pedro,5737,50,Media,En observacion
2655,Lucia,2336,35,Baja,En observacion
2656,Maria,4756,23,Alta,Saludable
2657,Jose,2948,26,Alta,En observacion
2658,Pedro,4793,1,Baja,Saludable
2659,Sofia,1783,30,Baja,En riesgo
2660,Luis,1159,56,Media,En riesgo
2661,Valentina,5666,77,Media,En observacion
2662,Marta,2510,65,Media,En riesgo
2663,Elena,898,28,Alta,En observacion
2664,Claudia,2233,14,Media,Saludable
2665,Martin,2625,11,Media,Saludable
2666,Luis,2671,27,Media,En observacion
2667,Elena,574,83,Baja,En riesgo
2668,Lucia,5197,23,Media,En observacion
2669,Miguel,3971,20,Alta,Saludable
2670,Pedro,1336,9,Media,En observacion
2671,Elena,999,77,Ninguna,En riesgo
2672,Valentina,637,17,Media,En observacion
2673,Juan,2597,87,Alta,En observacion
2674,Lucia,5568,13,Media,Saludable
2675,Carlos,4196,33,Baja,En observacion
2676,Luis,2385,57,Media,En observacion
2677,Claudia,3257,75,Baja,En riesgo
2678,Jose,4420,21,Ninguna,En observacion
2679,Jorge,2400,69,Baja,En riesgo
2680,Marta,3110,35,Baja,En observacion
2681,Valentina,4486,44,Media,En observacion
2682,Martin,1949,35,Alta,En observacion
2683,Martin,1046,21,Ninguna,En riesgo
2684,Jose,5517,77,Media,En observacion
2685,Camila,5176,79,Alta,En observacion
2686,Laura,5968,60,Baja,En observacion
2687,Marta,2503,55,Media,En observacion
2688,Maria,2596,88,Media,En riesgo
2689,Martin,1203,32,Media,En observacion
2690,Camila,2903,44,Media,En observacion
2691,Laura,2125,35,Baja,En observacion
2692,Jorge,3831,19,Media,Saludable
2693,Claudia,5233,17,Media,Saludable
2694,Miguel,5605,37,Media,En observacion
2695,Pedro,3478,66,Baja,En riesgo
2696,Jorge,5236,22,Baja,En observacion
2697,Claudia,3339,15,Media,Saludable
2698,Claudia,3884,58,Baja,En observacion
2699,Maria,3159,68,Alta,En observacion
2700,Luis,2361,67,Ninguna,En riesgo
2701,Maria,3356,20,Media,Saludable
2702,Camila,5801,77,Baja,En riesgo
2703,Jorge,1185,77,Alta,En riesgo
2704,Carlos,4783,69,Media,En observacion
2705,Jose,2119,11,Media,Saludable
2706,Marta,5580,15,Ninguna,En observacion
2707,Juan,5143,80,Media,En observacion
2708,Alejandro,1931,86,Ninguna,En riesgo
2709,Jose,1375,13,Media,En observacion
2710,Diego,5213,60,Media,En observacion
2711,Elena,2961,70,Alta,En observacion
2712,Diego,1865,45,Baja,En riesgo
2713,Pedro,1743,31,Media,En observacion
2714,Marta,5498,14,Ninguna,En observacion
2715,Carlos,662,43,Ninguna,En riesgo
2716,Alejandro,2474,16,Ninguna,En observacion
2717,Ana,3791,40,Media,En observacion
2718,Pedro,769,53,Baja,En riesgo
2719,Claudia,1131,43,Baja,En riesgo
2720,Valentina,1405,4,Alta,Saludable
2721,Luis,3971,26,Baja,En observacion
2722,Laura,3753,86,Alta,En observacion
2723,Claudia,2514,77,Media,En riesgo
2724,Sofia,2141,78,Alta,En observacion
2725,Alejandro,704,42,Alta,En riesgo
2726,Miguel,1081,30,Media,En observacion
2727,Juan,1340,16,Media,En observacion
2728,Carlos,5847,82,Baja,En riesgo
2729,Valentina,2219,53,Alta,En observacion
2730,Valentina,3143,61,Media,En riesgo
2731,Maria,2797,86,Alta,En observacion
2732,Luis,1374,31,Media,En observacion
2733,Juan,1189,39,Baja,En riesgo
2734,Laura,4500,12,Media,Saludable
2735,Camila,3641,83,Baja,En riesgo
2736,Laura,1922,34,Media,En observacion
2737,Luis,1171,4,Baja,En observacion
2738,Valentina,1671,72,Media,En riesgo
2739,Miguel,4226,28,Media,En observacion
2740,Camila,1443,69,Baja,En riesgo
2741,Sofia,1949,24,Alta,En observacion
2742,Martin,4237,21,Baja,En observacion
2743,Claudia,3039,65,Baja,En riesgo
2744,Claudia,4459,44,Media,En observacion
2745,Juan,5491,68,Alta,En observacion
2746,Ana,5932,88,Alta,En observacion
2747,Sofia,4760,71,Ninguna,En riesgo
2748,Juan,2861,0,Baja,En observacion
2749,Miguel,5701,83,Alta,En observacion
2750,Valentina,4152,43,Media,En observacion
2751,Juan,4170,86,Media,En observacion
2752,Jose,2253,74,Baja,En riesgo
2753,Maria,2852,38,Alta,En observacion
2754,Juan,2438,53,Media,En observacion
2755,Claudia,870,87,Ninguna,En riesgo
2756,Marta,5448,74,Alta,En observacion
2757,Laura,4979,28,Media,En observacion
2758,Valentina,2431,53,Ninguna,En riesgo
2759,Miguel,924,89,Baja,En riesgo
2760,Martin,5224,15,Media,Saludable
2761,Laura,1394,19,Alta,Saludable
2762,Carlos,1097,45,Alta,En observacion
2763,Marta,3562,66,Media,En observacion
2764,Lucia,2836,64,Ninguna,En riesgo
2765,Carlos,5188,57,Media,En observacion
2766,Diego,2187,52,Baja,En riesgo
2767,Jose,1072,0,Ninguna,En observacion
2768,Jorge,2590,80,Media,En riesgo
2769,Valentina,4169,65,Alta,En observacion
2770,Ana,4772,28,Media,En observacion
2771,Sofia,5124,83,Ninguna,En riesgo
2772,Jorge,2133,69,Baja,En riesgo
2773,Laura,5561,7,Alta,Saludable
2774,Maria,2017,28,Baja,En observacion
2775,Sofia,4793,50,Media,En observacion
2776,Lucia,3157,32,Ninguna,En riesgo
2777,Marta,4148,2,Alta,Saludable
2778,Valentina,5448,59,Media,En observacion
2779,Martin,4088,34,Ninguna,En observacion
2780,Lucia,2037,68,Media,En riesgo
2781,Jorge,5676,75,Media,En observacion
2782,Elena,3637,83,Alta,En observacion
2783,Laura,597,19,Media,En observacion
2784,Jose,3715,72,Media,En observacion
2785,Jorge,5030,38,Ninguna,En observacion
2786,Claudia,5232,3,Media,Saludable
2787,Diego,4250,18,Media,Saludable
2788,Ana,3657,44,Baja,En observacion
2789,Pedro,5183,42,Alta,En observacion
2790,Maria,843,12,Media,En observacion
2791,Pedro,5913,12,Baja,Saludable
2792,Diego,5166,59,Ninguna,En riesgo
2793,Luis,1110,56,Baja,En riesgo
2794,Miguel,2227,85,Baja,En riesgo
2795,Valentina,2790,51,Alta,En observacion
2796,Ana,2354,52,Ninguna,En riesgo
2797,Alejandro,3108,85,Alta,En observacion
2798,Camila,5555,42,Baja,En observacion
2799,Pedro,2579,82,Media,En riesgo
2800,Sofia,2824,71,Ninguna,En riesgo
2801,Martin,5127,71,Baja,En riesgo
2802,Jorge,1677,41,Baja,En riesgo
2803,Jose,1591,89,Media,En riesgo
2804,Juan,5479,25,Media,En observacion
2805,Maria,3291,22,Baja,En observacion
2806,Martin,2249,42,Baja,En riesgo
2807,Luis,3175,76,Alta,En observacion
2808,Lucia,1281,27,Ninguna,En riesgo
2809,Pedro,3548,8,Ninguna,En observacion
2810,Miguel,2605,19,Media,Saludable
2811,Alejandro,4367,55,Baja,En observacion
2812,Marta,5476,82,Media,En observacion
2813,Jorge,5042,38,Media,En observacion
2814,Luis,2613,50,Media,En observacion
2815,Carlos,5873,11,Media,Saludable
2816,Carlos,4470,78,Baja,En riesgo
2817,Alejandro,2491,54,Media,En observacion
2818,Elena,1567,77,Baja,En riesgo
2819,Marta,2077,10,Baja,En observacion
2820,Martin,1511,25,Baja,En riesgo
2821,Ana,2774,41,Alta,En observacion
2822,Jorge,5369,26,Ninguna,En observacion
2823,Sofia,2314,10,Media,Saludable
2824,Alejandro,2926,37,Media,En observacion
2825,Luis,5797,42,Media,En observacion
2826,Maria,4902,18,Media,Saludable
2827,Miguel,5374,63,Ninguna,En riesgo
2828,Maria,3051,5,Media,Saludable
2829,Jose,4157,45,Baja,En observacion
2830,Jorge,507,41,Alta,En riesgo
2831,Laura,3055,64,Media,En riesgo
2832,Carlos,975,71,Ninguna,En riesgo
2833,Luis,5916,58,Baja,En observacion
2834,Carlos,2711,51,Media,En observacion
2835,Lucia,984,46,Media,En riesgo
2836,Jorge,5500,6,Media,Saludable
2837,Laura,5154,10,Media,Saludable
2838,Alejandro,2785,60,Baja,En riesgo
2839,Sofia,5723,67,Baja,En riesgo
2840,Valentina,5829,24,Media,En observacion
2841,Carlos,5063,11,Ninguna,En observacion
2842,Martin,4025,25,Media,En observacion
2843,Sofia,3839,11,Media,Saludable
2844,Laura,3322,42,Media,En observacion
2845,Maria,5443,50,Baja,En observacion
2846,Claudia,3424,36,Media,En observacion
2847,Lucia,758,45,Media,En riesgo
2848,Maria,782,52,Media,En riesgo
2849,Carlos,2398,87,Alta,En observacion
2850,Martin,4635,79,Baja,En riesgo
2851,Pedro,3476,12,Media,Saludable
2852,Luis,2767,88,Alta,En observacion
2853,Juan,3700,53,Baja,En observacion
2854,Sofia,5610,56,Ninguna,En riesgo
2855,Claudia,1112,3,Ninguna,En observacion
2856,Elena,1187,74,Media,En riesgo
2857,Marta,4190,48,Alta,En observacion
2858,Laura,1112,6,Media,En observacion
2859,Miguel,2807,10,Alta,Saludable
2860,Miguel,3513,53,Ninguna,En riesgo
2861,Laura,2281,86,Alta,En observacion
2862,Pedro,3091,44,Media,En observacion
2863,Carlos,3196,22,Media,En observacion
2864,Maria,4458,27,Media,En observacion
2865,Lucia,5748,56,Baja,En observacion
2866,Diego,1074,25,Media,En observacion
2867,Laura,2410,24,Alta,En observacion
2868,Ana,5608,53,Media,En observacion
2869,Carlos,4104,28,Media,En observacion
2870,Diego,1169,82,Alta,En riesgo
2871,Martin,4864,35,Baja,En observacion
2872,Elena,1783,13,Media,En observacion
2873,Laura,1423,77,Baja,En riesgo
2874,Jorge,1625,34,Ninguna,En riesgo
2875,Claudia,2029,29,Ninguna,En riesgo
2876,Juan,2094,16,Ninguna,En observacion
2877,Alejandro,746,66,Media,En riesgo
2878,Alejandro,4211,79,Alta,En observacion
2879,Lucia,2060,29,Media,En observacion
2880,Jorge,2900,44,Ninguna,En riesgo
2881,Alejandro,2743,78,Ninguna,En riesgo
2882,Jorge,4364,88,Ninguna,En riesgo
2883,Ana,2439,50,Alta,En observacion
2884,Maria,5525,46,Ninguna,En riesgo
2885,Miguel,3569,52,Media,En observacion
2886,Claudia,726,63,Alta,En riesgo
2887,Pedro,4047,37,Media,En observacion
2888,Camila,764,63,Alta,En riesgo
2889,Valentina,1895,86,Media,En riesgo
2890,Jorge,4057,88,Media,En observacion
2891,Martin,1145,6,Media,En observacion
2892,Ana,3490,21,Baja,En observacion
2893,Elena,5983,80,Ninguna,En riesgo
2894,Camila,2399,81,Baja,En riesgo
2895,Jorge,3004,40,Media,En observacion
2896,Carlos,3272,73,Baja,En riesgo
2897,Valentina,5845,9,Ninguna,En observacion
2898,Elena,5577,56,Alta,En observacion
2899,Miguel,1654,6,Media,En observacion
2900,Carlos,1087,49,Media,En riesgo
2901,Juan,5071,51,Alta,En observacion
2902,Martin,2321,32,Baja,En observacion
2903,Carlos,1485,0,Ninguna,En observacion
2904,Elena,4579,52,Alta,En observacion
2905,Carlos,3848,59,Baja,En observacion
2906,Jorge,4331,33,Ninguna,En observacion
2907,Miguel,1741,3,Ninguna,En observacion
2908,Valentina,689,16,Media,En observacion
2909,Elena,1480,3,Ninguna,En observacion
2910,Carlos,2198,42,Media,En observacion
2911,Alejandro,2215,89,Media,En riesgo
2912,Sofia,3093,3,Alta,Saludable
2913,Ana,4636,0,Alta,Saludable
2914,Ana,5538,70,Baja,En riesgo
2915,Alejandro,4933,49,Media,En observacion
2916,Jose,5933,72,Media,En observacion
2917,Juan,1598,60,Alta,En observacion
2918,Sofia,2826,34,Baja,En observacion
2919,Miguel,3747,7,Alta,Saludable
2920,Juan,1395,23,Baja,En riesgo
2921,Pedro,2174,82,Alta,En observacion
2922,Camila,3409,35,Alta,En observacion
2923,Camila,1430,49,Media,En riesgo
2924,Jose,4884,42,Media,En observacion
2925,Elena,1223,26,Media,En observacion
2926,Marta,3440,31,Media,En observacion
2927,Elena,1589,77,Ninguna,En riesgo
2928,Claudia,5078,17,Baja,Saludable
2929,Martin,1435,27,Alta,En observacion
2930,Elena,2795,28,Media,En observacion
2931,Laura,655,15,Ninguna,En riesgo
2932,Elena,1570,46,Media,En riesgo
2933,Valentina,2458,58,Alta,En observacion
2934,Diego,3001,30,Baja,En observacion
2935,Martin,4719,3,Baja,Saludable
2936,Lucia,5563,36,Media,En observacion
2937,Sofia,4330,16,Alta,Saludable
2938,Jorge,1354,38,Alta,En observacion
2939,Valentina,1139,47,Baja,En riesgo
2940,Luis,2738,45,Media,En observacion
2941,Lucia,2102,89,Media,En riesgo
2942,Alejandro,941,47,Media,En riesgo
2943,Ana,5128,38,Media,En observacion
2944,Pedro,1836,3,Ninguna,En observacion
2945,Ana,4200,29,Baja,En observacion
2946,Jose,1448,29,Baja,En riesgo
2947,Claudia,3873,21,Alta,Saludable
2948,Elena,959,74,Alta,En riesgo
2949,Jorge,5146,65,Media,En observacion
2950,Laura,892,11,Alta,En observacion
2951,Valentina,4438,35,Ninguna,En observacion
2952,Marta,2287,17,Alta,Saludable
2953,Luis,5440,89,Media,En observacion
2954,Sofia,2757,52,Media,En observacion
2955,Elena,1638,70,Baja,En riesgo
2956,Luis,4308,0,Alta,Saludable
2957,Sofia,5241,57,Media,En observacion
2958,Lucia,2954,89,Media,En riesgo
2959,Marta,1966,86,Ninguna,En riesgo
2960,Ana,4174,89,Alta,En observacion
2961,Claudia,1877,5,Ninguna,En observacion
2962,Jose,3097,69,Baja,En riesgo
2963,Carlos,641,43,Media,En riesgo
2964,Claudia,3159,71,Baja,En riesgo
2965,Luis,5096,23,Alta,Saludable
2966,Lucia,1339,85,Ninguna,En riesgo
2967,Alejandro,4118,18,Media,Saludable
2968,Valentina,4417,17,Media,Saludable
2969,Marta,1095,29,Media,En observacion
2970,Jose,2404,41,Alta,En observacion
2971,Luis,780,32,Ninguna,En riesgo
2972,Diego,923,73,Alta,En riesgo
2973,Carlos,4865,11,Baja,Saludable
2974,Sofia,4749,26,Media,En observacion
2975,Lucia,2250,38,Ninguna,En riesgo
2976,Ana,5257,8,Media,Saludable
2977,Claudia,2467,20,Media,Saludable
2978,Claudia,4588,75,Media,En observacion
2979,Marta,4678,28,Baja,En observacion
2980,Laura,3446,32,Alta,En observacion
2981,Elena,1949,61,Alta,En riesgo
2982,Jorge,5894,14,Media,Saludable
2983,Diego,2831,1,Baja,En observacion
2984,Pedro,5575,51,Alta,En observacion
2985,Claudia,2720,43,Media,En observacion
2986,Luis,4289,53,Media,En observacion
2987,Valentina,3310,17,Ninguna,En observacion
2988,Ana,5994,2,Ninguna,En observacion
2989,Maria,5228,6,Media,Saludable
2990,Carlos,2031,42,Media,En observacion
2991,Claudia,5382,81,Media,En observacion
2992,Carlos,3490,37,Alta,En observacion
2993,Ana,4993,36,Media,En observacion
2994,Lucia,1643,57,Baja,En riesgo
2995,Claudia,1433,32,Media,En observacion
2996,Alejandro,1960,58,Ninguna,En riesgo
2997,Laura,3223,10,Media,Saludable
2998,Juan,3012,67,Baja,En riesgo
2999,Martin,785,81,Media,En riesgo
3000,Marta,764,67,Media,En riesgo
